Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session
278,1718505745.526985,42:25.5,2024-06-16 02:42:25.527007+00:00,121,20.9169835,5.784772933,69.41727520127364,0,0.8264462809917356,0.8264462809917356,GEN,11,11,"Shem lived five hundred years after he became the father of Arpachshad, and became the father of more sons and daughters.",278,1,95.23809523809524,1.6528925619834711,v2,,mac,qwerty,yes,,,,636,74.54909819639278,59.633819228588905,57.68765923071432,,11.15102016304836,4.265929738304967,,22.566236586175638,8.842167967089468,,2024,6,2024-06-15,22,42,5,3,2,1,42:46.4,2024,6,2024-06-15,22,42,3,5,2,58.27,9,178
279,1718505766.471311,42:46.5,2024-06-16 02:42:46.471345+00:00,67,13.90616133,4.818008247970324,57.81609897564389,1,0,0,GEN,11,12,Arpachshad lived thirty-five years and became the father of Shelah.,279,1,100,0,v2,,mac,qwerty,yes,,,,1679,32.745490981963925,58.58155330763928,57.58070573155029,,11.15102016304836,4.265929738304967,,22.566236586175638,8.842167967089468,,2024,6,2024-06-15,22,42,5,3,2,1,43:00.4,2024,6,2024-06-15,22,43,3,5,2,58.268,9,179
280,1718505780.401438,43:00.4,2024-06-16 02:43:00.401475+00:00,129,27.48050404,4.6942370419238415,56.3308445,0,10.07751937984496,10.07751937984496,GEN,11,13,"Arpachshad lived four hundred three years after he became the father of Shelah, and became the father of more sons and daughters.",280,1,90.90909091,20.155038759689923,v2,,mac,qwerty,yes,,,,1781,28.65731462925852,61.68454737206181,57.54432166531814,,4.621458668197034,4.366704932103417,,9.357859865129702,9.043718354686368,,2024,6,2024-06-15,22,43,5,3,2,1,43:27.9,2024,6,2024-06-15,22,43,3,5,2,58.261,9,180
281,1718505808.023309,43:28.0,2024-06-16 02:43:28.023326+00:00,57,10.70753038,5.323356367317333,63.88027641,0,1.7543859649122806,1.7543859649122806,GEN,11,14,"Shelah lived thirty years, and became the father of Eber.",281,1,90,3.508771929824561,v2,,mac,qwerty,yes,,,,1124,54.98997995991984,62.206619839185485,57.53923421580767,,3.6916341067935257,4.369756038129352,,7.498210742322685,9.049820566738235,,2024,6,2024-06-15,22,43,5,3,2,1,43:38.7,2024,6,2024-06-15,22,43,3,5,2,58.281,9,181
282,1718505819,43:38.7,2024-06-16 02:43:38.747381+00:00,123,20.45982196,6.011782519539753,72.14139023447703,0,1.6260162601626016,1.6260162601626016,GEN,11,15,"Shelah lived four hundred three years after he became the father of Eber, and became the father of more sons and daughters.",282,1,95.45454545454544,3.2520325203252036,v2,,mac,qwerty,yes,,,,415,83.40681362725451,63.482457244512794,57.63103274835826,,3.7292357328097863,4.373821078779758,,7.573413994355205,9.057950648039048,,2024,6,2024-06-15,22,43,5,3,2,1,43:59.2,2024,6,2024-06-15,22,43,3,5,2,58.33,9,182
283,1718505839.220892,43:59.2,2024-06-16 02:43:59.220922+00:00,61,12.59303858,4.843946089575798,58.12735307490958,0,4.918032786885246,4.918032786885246,GEN,11,16,"Eber lived thirty-four years, and became the father of Peleg.",283,1,90.90909091,9.836065573770492,v2,,mac,qwerty,yes,,,,1653,33.787575150300604,63.657876077363255,57.60163160721503,,3.3014987816132533,4.392958488193675,,6.6029975632265065,9.087641775879757,,2024,6,2024-06-15,22,43,5,3,2,1,44:11.8,2024,6,2024-06-15,22,44,3,5,2,58.329,9,183
284,1718505851.840373,44:11.8,2024-06-16 02:44:11.840412+00:00,123,20.29585217,6.060351592429886,72.72421910915864,0,3.252032520325203,3.252032520325203,GEN,11,17,"Eber lived four hundred thirty years after he became the father of Peleg, and became the father of more sons and daughters.",284,1,90.90909091,6.504065040650407,v2,,mac,qwerty,yes,,,,378,84.88977955911824,63.90427863,57.65608770430086,,3.5323624110042644,4.425478813396927,,7.064724822008531,9.152682426286262,,2024,6,2024-06-15,22,44,5,3,2,1,44:32.1,2024,6,2024-06-15,22,44,3,5,2,58.38,9,184
285,1718505872.159601,44:32.2,2024-06-16 02:44:32.159620+00:00,55,8.35578225,6.582268225096459,78.9872187,1,0,0,GEN,11,18,"Peleg lived thirty years, and became the father of Reu.",285,1,100,0,v2,,mac,qwerty,yes,,,,114,95.47094188376754,65.01633440924505,57.82462867284435,,3.158530635,4.342145480063594,,6.3170612706066605,8.986015759619596,,2024,6,2024-06-15,22,44,5,3,2,1,44:40.5,2024,6,2024-06-15,22,44,3,5,2,58.452,9,185
286,1718505880.531575,44:40.5,2024-06-16 02:44:40.531601+00:00,119,25.177373,4.726466101129772,56.717593213557265,0,13.445378151260504,12.605042016806722,GEN,11,19,"Peleg lived two hundred nine years after he became the father of Reu, and became the father of more sons and daughters.",286,1,90.90909091,26.89075630252101,v2,,mac,qwerty,yes,,,,1754,29.739478957915832,64.21665872591976,57.75993017882629,,4.126637176165288,4.4681959002316605,,8.421341579221334,9.254923322644805,,2024,6,2024-06-15,22,44,5,3,2,1,45:05.7,2024,6,2024-06-15,22,45,4,5,2,58.446,9,186
287,1718505905.7321768,45:05.7,2024-06-16 02:45:05.732262+00:00,59,11.11279254,5.3091965657609235,63.71035878913108,1,0,0,GEN,11,20,"Reu lived thirty-two years, and became the father of Serug.",287,1,100,0,v2,,mac,qwerty,yes,,,,1143,54.228456913827664,64.98526282102027,57.699143124964024,,3.505947520992875,4.449327975703359,,7.179962268876507,9.217187474,,2024,6,2024-06-15,22,45,5,4,2,1,45:16.8,2024,6,2024-06-15,22,45,4,5,2,58.465,9,187
288,1718505916.863082,45:16.9,2024-06-16 02:45:16.863104+00:00,120,25.09790383,4.781275790937484,57.37530949124981,0,14.166666666666666,13.333333333333334,GEN,11,21,"Reu lived two hundred seven years after he became the father of Serug, and became the father of more sons and daughters.",288,1,77.27272727272727,28.333333333333332,v2,,mac,qwerty,yes,,,,1706,31.663326653306612,63.781066250017886,57.75180324,,4.756636226227035,4.479568525531537,,9.848006346011491,9.273716683210194,,2024,6,2024-06-15,22,45,5,4,2,1,45:42.0,2024,6,2024-06-15,22,45,4,5,2,58.461,9,188
289,1718505941.975804,45:42.0,2024-06-16 02:45:41.975821+00:00,57,14.74944763,3.864551503839792,46.37461804607751,0,29.82456140350877,28.07017543859649,GEN,11,22,"Serug lived thirty years, and became the father of Nahor.",289,1,90,59.64912280701754,v2,,mac,qwerty,yes,,,,2270,9.058116232,62.636918157061245,57.57031582450979,,7.563653770086684,4.753325835473058,,15.812918626713246,9.856319022391482,,2024,6,2024-06-15,22,45,5,4,2,1,45:56.7,2024,6,2024-06-15,22,45,4,5,2,58.419,9,189
290,1718505956.7380962,45:56.7,2024-06-16 02:45:56.738118+00:00,116,20.01477467,5.795718509449856,69.54862211339828,0,6.896551724137931,6.896551724137931,GEN,11,23,"Serug lived two hundred years after he became the father of Nahor, and became the father of more sons and daughters.",290,1,95.23809523809524,13.79310344827586,v2,,mac,qwerty,yes,,,,624,75.03006012024048,63.95869591809246,57.64003769354775,,7.245557005,4.796974897018234,,15.176725095571843,9.943617145481834,,2024,6,2024-06-15,22,45,5,4,2,1,46:16.8,2024,6,2024-06-15,22,46,4,5,2,58.458,9,190
291,1718505976.904336,46:16.9,2024-06-16 02:46:16.904351+00:00,62,14.77738108,4.195601348274737,50.34721617929685,0,14.516129032258064,14.516129032258064,GEN,11,24,"Nahor lived twenty-nine years, and became the father of Terah.",291,1,90.90909091,29.03225806451613,v2,,mac,qwerty,yes,,,,2115,15.27054108216433,62.60538989524135,57.516223911355745,,8.521731311250559,4.921083555761869,,17.729073709040996,10.191834462969103,,2024,6,2024-06-15,22,46,5,4,2,1,46:31.7,2024,6,2024-06-15,22,46,4,5,2,58.43,9,191
292,1718505991.711496,46:31.7,2024-06-16 02:46:31.711530+00:00,125,20.70663563,6.036712205,72.44054645888424,0,2.4,2.4,GEN,11,25,"Nahor lived one hundred nineteen years after he became the father of Terah, and became the father of more sons and daughters.",292,1,100,4.8,v2,,mac,qwerty,yes,,,,397,84.12825651302606,62.63530551768207,57.56344326068158,,8.599129685234299,4.912116522794835,,17.883870457008477,10.173900397035036,,2024,6,2024-06-15,22,46,5,4,2,1,46:52.4,2024,6,2024-06-15,22,46,4,5,2,58.478,9,192
293,1718506012.433114,46:52.4,2024-06-16 02:46:52.433134+00:00,76,15.38413671,4.940153707843663,59.28184449412396,0,6.578947368421052,6.578947368421052,GEN,11,26,"Terah lived seventy years, and became the father of Abram, Nahor, and Haran.",293,1,84.61538461538461,13.157894736842104,v2,,mac,qwerty,yes,,,,1553,37.79559118236473,62.750754659603516,57.49036858131221,,8.765221143,4.9401701474224415,,18.21605337331564,10.230007646290249,,2024,6,2024-06-15,22,46,5,4,2,1,47:07.8,2024,6,2024-06-15,22,47,4,5,2,58.48,9,193
294,1718506027.840572,47:07.8,2024-06-16 02:47:07.840596+00:00,136,25.97294858,5.236217195956553,62.83460635147864,0,3.676470588235294,2.9411764705882355,GEN,11,27,"Now this is the history of the generations of Terah. Terah became the father of Abram, Nahor, and Haran. Haran became the father of Lot.",294,1,96,7.352941176470589,v2,,mac,qwerty,yes,,,,1215,51.34268537074148,61.76179338383552,57.531461193878286,,8.734135538414183,4.9436078861542985,,18.300940986897654,10.251589006106904,,2024,6,2024-06-15,22,47,5,4,2,1,47:33.8,2024,6,2024-06-15,22,47,4,5,2,58.495,9,194
295,1718506053.829129,47:33.8,2024-06-16 02:47:33.829156+00:00,99,19.43992292,5.0926127859549375,61.11135343145925,1,0,0,GEN,11,28,"Haran died in the land of his birth, in Ur of the Chaldees, while his father Terah was still alive.",295,1,100,0,v2,,mac,qwerty,yes,,,,1402,43.84769539078157,59.97420685686568,57.495657597070576,,8.734135538414183,4.9436078861542985,,18.300940986897654,10.251589006106904,,2024,6,2024-06-15,22,47,5,4,2,1,47:53.3,2024,6,2024-06-15,22,47,4,5,2,58.504,9,195
296,1718506073.289532,47:53.3,2024-06-16 02:47:53.289567+00:00,164,31.49633404,5.206955189810595,62.483462277727135,0,1.829268292682927,1.829268292682927,GEN,11,29,"Abram and Nahor married wives. The name of Abram's wife was Sarai, and the name of Nahor's wife was Milcah, the daughter of Haran, who was also the father of Iscah.",296,1,90.32258064516128,3.658536585365854,v2,,mac,qwerty,yes,,,,1256,49.69939879759519,60.550793763282684,57.39163100332617,,7.656558166001803,4.961900569081128,,15.977719015182142,10.288174371960563,,2024,6,2024-06-15,22,47,5,4,2,1,48:24.8,2024,6,2024-06-15,22,48,4,5,2,58.518,9,196
297,1718506104.8070788,48:24.8,2024-06-16 02:48:24.807102+00:00,35,6.93877,5.044121652684842,60.52945983,0,2.857142857142857,2.857142857142857,GEN,11,30,Sarai was barren. She had no child.,297,1,85.71428571428571,5.714285714285714,v2,,mac,qwerty,yes,,,,1445,42.124248496993985,60.232703867591376,57.37579224339006,,7.9422724517160885,4.948997343274676,,16.54914758661071,10.253151330485908,,2024,6,2024-06-15,22,48,5,4,2,1,48:31.7,2024,6,2024-06-15,22,48,4,5,2,58.524,9,197
298,1718506111.759638,48:31.8,2024-06-16 02:48:31.759659+00:00,217,60.26261717,3.6009056725606317,43.21086807072758,0,16.129032258064516,15.20737327,GEN,11,31,"Terah took Abram his son, Lot the son of Haran, his son's son, and Sarai his daughter-in-law, his son Abram's wife. They went from Ur of the Chaldees, to go into the land of Canaan. They came to Haran and lived there.",298,1,81.81818181818183,32.25806451612903,v2,,mac,qwerty,yes,,,,2349,5.891783567134269,58.816259725539155,57.086632653694615,,8.129676445571695,5.101071075993571,,16.941620704890283,10.575731975647198,,2024,6,2024-06-15,22,48,5,4,2,1,49:32.0,2024,6,2024-06-15,22,49,4,5,2,58.473,9,198
299,1718506172,49:32.0,2024-06-16 02:49:32.048030+00:00,67,15.102226,4.436432086236824,53.237185034841886,0,7.462686567164179,7.462686567164179,GEN,11,32,The days of Terah were two hundred five years. Terah died in Haran.,299,1,84.61538461538461,14.925373134328357,v2,,mac,qwerty,yes,,,,1964,21.322645290581164,59.50251642441559,56.99046880185534,,6.068927558428465,5.175697941665212,,12.469245737621364,10.72498570699048,,2024,6,2024-06-15,22,49,5,4,2,1,49:47.1,2024,6,2024-06-15,22,49,4,5,2,58.455,9,199
300,1718506187.176498,49:47.2,2024-06-16 02:49:47.176523+00:00,132,29.29300683,4.506194968394148,54.07433962072977,0,5.303030303030303,5.303030303030303,GEN,12,1,"Now Yahweh said to Abram, ""Leave your country, and your relatives, and your father's house, and go to the land that I will show you.",300,1,96,10.606060606060606,v2,,mac,qwerty,yes,,,,1910,23.48697394789579,57.95508817514875,57.04006186175897,,5.909575416317702,5.100523116490386,,12.150541453399839,10.574636056640829,,2024,6,2024-06-15,22,49,5,4,2,1,50:16.5,2024,6,2024-06-15,22,50,4,6,2,58.441,9,200
301,1718506216.649156,50:16.6,2024-06-16 02:50:16.649194+00:00,101,18.03158079,5.601283723544098,67.21540468252917,0,0.99009901,0.99009901,GEN,12,2,I will make of you a great nation. I will bless you and make your name great. You will be a blessing.,301,1,95.45454545454544,1.98019802,v2,,mac,qwerty,yes,,,,820,67.17434869739479,59.64190702547198,57.04618308744584,,4.5569724140819945,5.055571785914291,,9.445335448928423,10.48473339548864,,2024,6,2024-06-15,22,50,6,4,2,1,50:34.7,2024,6,2024-06-15,22,50,4,6,2,58.47,9,201
302,1718506234.7030962,50:34.7,2024-06-16 02:50:34.703129+00:00,144,25.02690708,5.7538072732053545,69.04568727846426,0,0.6944444444444444,0.6944444444444444,GEN,12,3,"I will bless those who bless you, and I will curse him who treats you with contempt. All the families of the earth will be blessed through you.""",302,1,96.42857142857144,1.3888888888888888,v2,,mac,qwerty,yes,,,,673,73.06613226452906,59.302421107429986,57.13723684,,4.386416858526439,5.019037969489171,,9.104224337817312,10.382680255392023,,2024,6,2024-06-15,22,50,6,4,2,1,50:59.7,2024,6,2024-06-15,22,50,4,6,2,58.505,9,202
303,1718506259.754269,50:59.8,2024-06-16 02:50:59.754334+00:00,119,27.51864867,4.324340247953499,51.89208297544199,0,2.5210084033613445,2.5210084033613445,GEN,12,4,"So Abram went, as Yahweh had told him. Lot went with him. Abram was seventy-five years old when he departed from Haran.",303,1,95.65217391304348,5.042016806722689,v2,,mac,qwerty,yes,,,,2044,18.11623246492986,58.56344495556177,57.101752087127664,,3.980622962020468,4.979731924490526,,8.292636544805372,10.287939133136668,,2024,6,2024-06-15,22,50,6,4,2,1,51:27.3,2024,6,2024-06-15,22,51,4,6,2,58.483,9,203
304,1718506287.2873962,51:27.3,2024-06-16 02:51:27.287412+00:00,226,46.06264829,4.906361409623017,58.87633692,0,4.424778761061947,4.424778761061947,GEN,12,5,"Abram took Sarai his wife, Lot his brother's son, all their possessions that they had gathered, and the people whom they had acquired in Haran, and they went to go into the land of Canaan. They entered into the land of Canaan.",304,1,92.85714285714286,8.849557522123893,v2,,mac,qwerty,yes,,,,1581,36.67334669338677,58.16761801196153,57.21048366813088,,4.128983191,4.95421227,,8.442298179,10.236899824636975,,2024,6,2024-06-15,22,51,6,4,2,1,52:13.3,2024,6,2024-06-15,22,52,4,6,2,58.484,9,204
305,1718506333.371305,52:13.4,2024-06-16 02:52:13.371327+00:00,118,24.01960404,4.9126538386589775,58.95184606390773,0,5.084745762711864,5.084745762711864,GEN,12,6,"Abram passed through the land to the place of Shechem, to the oak of Moreh. At that time, Canaanites were in the land.",305,1,95.65217391304348,10.16949152542373,v2,,mac,qwerty,yes,,,,1575,36.91382765531062,57.95166727520639,57.252445598151525,,4.637457767339026,4.943584318031733,,9.459247331913074,10.215643920219081,,2024,6,2024-06-15,22,52,6,4,2,1,52:37.4,2024,6,2024-06-15,22,52,4,6,2,58.486,9,205
306,1718506357.410121,52:37.4,2024-06-16 02:52:37.410152+00:00,137,30.11948246,4.548550931659951,54.58261117991941,0,2.189781022,2.189781022,GEN,12,7,"Yahweh appeared to Abram and said, ""I will give this land to your offspring."" He built an altar there to Yahweh, who had appeared to him.",306,1,92.30769231,4.379562044,v2,,mac,qwerty,yes,,,,1879,24.72945891783567,57.16158217,57.06479969676025,,4.673509040260514,4.949353095992646,,9.531349877756051,10.22718147614091,,2024,6,2024-06-15,22,52,6,4,2,1,53:07.5,2024,6,2024-06-15,22,53,4,6,2,58.473,9,206
307,1718506388,53:07.5,2024-06-16 02:53:07.541898+00:00,194,41.6207085,4.661141220121229,55.93369464145474,0,4.639175257731959,4.639175257731959,GEN,12,8,"He left from there to go to the mountain on the east of Bethel and pitched his tent, having Bethel on the west, and Ai on the east. There he built an altar to Yahweh and called on Yahweh's name.",307,1,92.5,9.278350515463918,v2,,mac,qwerty,yes,,,,1803,27.77555110220441,56.702005646349264,57.097235172340106,,4.851712280319424,4.851414952,,9.887756357873872,10.031305187481115,,2024,6,2024-06-15,22,53,6,4,2,1,53:49.2,2024,6,2024-06-15,22,53,4,6,2,58.465,9,207
308,1718506429.177495,53:49.2,2024-06-16 02:53:49.177512+00:00,48,10.81325725,4.4389954747446705,53.267945696936046,0,8.333333333333334,8.333333333333334,GEN,12,9,"Abram traveled, still going on toward the South.",308,1,87.5,16.666666666666664,v2,,mac,qwerty,yes,,,,1963,21.362725450901802,57.70771340897012,56.915593384684215,,4.164308286463817,4.910117743124162,,8.328616572927634,10.148710770403941,,2024,6,2024-06-15,22,53,6,4,2,1,54:00.0,2024,6,2024-06-15,22,53,4,6,2,58.448,9,208
309,1718506440.0052822,54:00.0,2024-06-16 02:54:00.005308+00:00,127,31.51812921,4.0294269739767605,48.35312368772112,0,18.11023622047244,17.322834645669293,GEN,12,10,"There was a famine in the land. Abram went down into Egypt to live as a foreigner there, for the famine was severe in the land.",309,1,88.46153846153845,36.22047244094488,v2,,mac,qwerty,yes,,,,2200,11.863727454909819,57.21930727425804,56.67756822439998,,5.150323094314329,5.083346089580854,,10.458126503589288,10.51091549481339,,2024,6,2024-06-15,22,54,6,4,2,1,54:31.5,2024,6,2024-06-15,22,54,4,6,2,58.415,9,209
310,1718506471.544928,54:31.5,2024-06-16 02:54:31.544959+00:00,124,23.24450421,5.334594314871351,64.01513177845621,0,0.8064516129032258,0.8064516129032258,GEN,12,11,"When he had come near to enter Egypt, he said to Sarai his wife, ""See now, I know that you are a beautiful woman to look at.",310,1,96.29629629629628,1.6129032258064515,v2,,mac,qwerty,yes,,,,1114,55.390781563126254,58.213386490030686,56.75508928570307,,4.700665225301621,5.043791558,,9.558810765563873,10.431806431833357,,2024,6,2024-06-15,22,54,6,4,2,1,54:54.8,2024,6,2024-06-15,22,54,4,6,2,58.433,9,210
311,1718506495,54:54.9,2024-06-16 02:54:54.946237+00:00,131,27.07175325,4.838992095940443,58.06790515128531,0,0.7633587786259542,0.7633587786259542,GEN,12,12,"It will happen that when the Egyptians see you, they will say, 'This is his wife.' They will kill me, but they will save you alive.",311,1,100,1.5267175572519085,v2,,mac,qwerty,yes,,,,1659,33.547094188376754,57.298636536906294,56.748090140149976,,4.677991202174118,5.025784120236073,,9.513462719308865,10.395791556123825,,2024,6,2024-06-15,22,54,6,4,2,1,55:22.0,2024,6,2024-06-15,22,55,4,6,2,58.432,9,211
312,1718506522,55:22.0,2024-06-16 02:55:22.032413+00:00,120,21.80437054,5.503483797840148,66.04180557408178,0,2.5,2.5,GEN,12,13,"Please say that you are my sister, that it may be well with me for your sake, and that my soul may live because of you.""",312,1,92.30769231,5,v2,,mac,qwerty,yes,,,,928,62.84569138276554,56.998248366468054,56.805912153189226,,4.858546757729673,5.029044989801291,,9.874573830419974,10.40231329525426,,2024,6,2024-06-15,22,55,6,4,2,1,55:43.8,2024,6,2024-06-15,22,55,4,6,2,58.457,9,212
313,1718506543.8552058,55:43.9,2024-06-16 02:55:43.855277+00:00,80,16.34641625,4.8940390833373035,58.72846900004764,1,0,0,GEN,12,14,"When Abram had come into Egypt, Egyptians saw that the woman was very beautiful.",313,1,100,0,v2,,mac,qwerty,yes,,,,1595,36.11222445,57.68188696892862,56.74528995490096,,4.606445917393539,5.029044989801291,,9.370372149747705,10.40231329525426,,2024,6,2024-06-15,22,55,6,4,2,1,56:00.2,2024,6,2024-06-15,22,56,4,6,2,58.458,9,213
314,1718506560.216707,56:00.2,2024-06-16 02:56:00.216738+00:00,105,25.83483104,4.064280499197556,48.771365990370676,0,5.714285714285714,5.714285714285714,GEN,12,15,"The princes of Pharaoh saw her, and praised her to Pharaoh; and the woman was taken into Pharaoh's house.",314,1,89.47368421052632,11.428571428571429,v2,,mac,qwerty,yes,,,,2184,12.50501002004008,56.671389876418075,56.77017235109542,,4.735396612715915,4.850893729297089,,9.62827354,10.046010774245858,,2024,6,2024-06-15,22,56,6,4,2,1,56:26.1,2024,6,2024-06-15,22,56,4,6,2,58.427,9,214
315,1718506586,56:26.1,2024-06-16 02:56:26.068486+00:00,134,31.17243654,4.2986694293035415,51.58403315,0,3.7313432835820897,3.7313432835820897,GEN,12,16,"He dealt well with Abram for her sake. He had sheep, cattle, male donkeys, male servants, female servants, female donkeys, and camels.",315,1,95.45454545454544,7.462686567164178,v2,,mac,qwerty,yes,,,,2063,17.354709418837675,55.93460858519154,56.78195642291657,,4.600056364802938,4.8313889803147285,,9.357593044566505,9.995637639917499,,2024,6,2024-06-15,22,56,6,4,2,1,56:57.2,2024,6,2024-06-15,22,56,4,6,2,58.405,9,215
316,1718506617.255768,56:57.3,2024-06-16 02:56:57.255799+00:00,89,23.6727795,3.759592319947051,45.11510783936461,0,7.865168539325842,7.865168539325842,GEN,12,17,"Yahweh afflicted Pharaoh and his house with great plagues because of Sarai, Abram's wife.",316,1,92.85714285714286,15.730337078651685,v2,,mac,qwerty,yes,,,,2310,7.454909819639279,54.98785825113606,56.64319022122491,,5.167595116545741,4.870714823011357,,10.492670548052113,10.063053370254577,,2024,6,2024-06-15,22,56,6,4,2,1,57:20.9,2024,6,2024-06-15,22,57,4,6,2,58.363,9,216
317,1718506640.973907,57:21.0,2024-06-16 02:57:20.973996+00:00,117,27.88034088,4.196505362849154,50.35806435418985,0,7.6923076923076925,5.982905982905983,GEN,12,18,"Pharaoh called Abram and said, ""What is this that you have done to me? Why didn't you tell me that she was your wife?",317,1,95.83333333333334,15.384615384615383,v2,,mac,qwerty,yes,,,,2114,15.31062124248497,54.430295222409576,56.508732679037756,,5.301968189063143,4.912025364321899,,11.103297034967259,10.179862487063694,,2024,6,2024-06-15,22,57,6,4,2,1,57:48.9,2024,6,2024-06-15,22,57,4,6,2,58.338,9,217
318,1718506668.877413,57:48.9,2024-06-16 02:57:48.877439+00:00,128,23.80044658,5.378050346586724,64.53660415904068,1,0,0,GEN,12,19,"Why did you say, 'She is my sister,' so that I took her to be my wife? Now therefore, see your wife, take her, and go your way.""",318,1,100,0,v2,,mac,qwerty,yes,,,,1054,57.795591182364724,55.55716106862003,56.613570988378704,,4.468634856,4.8235899901722386,,9.436630368300593,9.962175412233764,,2024,6,2024-06-15,22,57,6,4,2,1,58:12.7,2024,6,2024-06-15,22,58,4,6,2,58.357,9,218
319,1718506692.702824,58:12.7,2024-06-16 02:58:12.702874+00:00,99,23.33975717,4.241689375413715,50.90027250496458,0,9.090909090909092,8.080808080808081,GEN,12,20,"Pharaoh commanded men concerning him, and they escorted him away with his wife and all that he had.",319,1,94.44444444444444,18.181818181818183,v2,,mac,qwerty,yes,,,,2085,16.472945891783567,55.81187595034438,56.47122051707108,,3.544432199243689,4.904398071,,7.632764942387922,10.143993594051944,,2024,6,2024-06-15,22,58,6,4,2,1,58:36.0,2024,6,2024-06-15,22,58,4,6,2,58.334,9,219
320,1718506716.070139,58:36.1,2024-06-16 02:58:36.070166+00:00,92,18.35590088,5.0120122475329065,60.14414697039488,1,0,0,GEN,13,1,"Abram went up out of Egypt--he, his wife, all that he had, and Lot with him--into the South.",320,1,100,0,v2,,mac,qwerty,yes,,,,1479,40.76152304609219,55.424777469538256,56.330611365910826,,3.4637870379533666,4.904398071,,7.471474619807277,10.143993594051944,,2024,6,2024-06-15,22,58,6,4,2,1,58:54.4,2024,6,2024-06-15,22,58,4,6,2,58.339,9,220
321,1718506734.597994,58:54.6,2024-06-16 02:58:54.598011+00:00,57,11.354552,5.020013118967618,60.24015742761141,0,7.017543859649122,7.017543859649122,GEN,13,2,"Abram was very rich in livestock, in silver, and in gold.",321,1,81.81818181818183,14.035087719298245,v2,,mac,qwerty,yes,,,,1477,40.84168336673347,55.64200269717086,56.252624476181325,,4.089205546055683,4.968362329452588,,8.722311636011911,10.27192211099648,,2024,6,2024-06-15,22,58,6,4,2,1,59:06.0,2024,6,2024-06-15,22,59,4,6,2,58.345,9,221
322,1718506745.980818,59:06.0,2024-06-16 02:59:05.980843+00:00,134,26.65534579,5.027134183539432,60.325610202473186,0,6.7164179104477615,6.7164179104477615,GEN,13,3,"He went on his journeys from the South as far as Bethel, to the place where his tent had been at the beginning, between Bethel and Ai,",322,1,92.59259259,13.432835820895525,v2,,mac,qwerty,yes,,,,1469,41.16232465,55.070383160009996,56.258763003247225,,4.510847337,4.965351069960573,,9.565595218101462,10.254203685579704,,2024,6,2024-06-15,22,59,6,4,2,1,59:32.6,2024,6,2024-06-15,22,59,4,6,2,58.351,9,222
323,1718506772.658888,59:32.7,2024-06-16 02:59:32.658987+00:00,101,18.97912675,5.321635780740018,63.85962936888022,0,0.99009901,0.99009901,GEN,13,4,"to the place of the altar, which he had made there at the first. There Abram called on Yahweh's name.",323,1,100,1.98019802,v2,,mac,qwerty,yes,,,,1126,54.90981963927856,55.583499196893264,56.36682811,,4.609857238090558,4.919252060059584,,9.76361502,10.162005665777723,,2024,6,2024-06-15,22,59,6,4,2,1,59:51.6,2024,6,2024-06-15,22,59,4,6,2,58.369,9,223
324,1718506791.660296,59:51.7,2024-06-16 02:59:51.660334+00:00,60,12.81573275,4.681745567767087,56.18094681320504,0,1.6666666666666667,1.6666666666666667,GEN,13,5,"Lot also, who went with Abram, had flocks, herds, and tents.",324,1,100,3.3333333333333335,v2,,mac,qwerty,yes,,,,1789,28.336673346693388,56.32445727917669,56.37663756231125,,4.205095333328654,4.916116747,,8.954091210557852,10.155735038715017,,2024,6,2024-06-15,22,59,6,4,2,1,00:04.5,2024,6,2024-06-15,23,0,1,1,1,58.362,9,224
325,1718506804.499163,00:04.5,2024-06-16 03:00:04.499197+00:00,136,26.28889871,5.173286317947343,62.079435815368115,0,6.617647058823529,6.617647058823529,GEN,13,6,"The land was not able to bear them, that they might live together; for their possessions were so great that they couldn't live together.",325,1,91.66666666666666,13.23529411764706,v2,,mac,qwerty,yes,,,,1294,48.17635270541082,57.373997545549265,56.352690921417704,,4.493725710852798,4.944793217116466,,9.531351966,10.213087979891489,,2024,6,2024-06-15,23,0,1,1,1,1,00:30.8,2024,6,2024-06-15,23,0,1,1,1,58.373,9,225
