Word,Count,Median WPM,Mistake-Free Entry Proportion
timber,1,80.0801431395188,1.0
live,59,80.07927848570084,0.9830508474576272
did,114,80.07571705112835,0.9210526315789473
heron,2,80.04478905793437,1.0
produce,4,80.04300745330377,1.0
silver,82,80.04250952876168,0.9390243902439024
book,6,80.0342896614826,0.8333333333333334
gold,115,80.02462984719999,0.9652173913043478
me,519,80.01837088431552,0.9826589595375722
officer,2,80.01415051745546,1.0
adder,1,80.00649386041833,1.0
tribe,93,80.00554705126223,0.978494623655914
Avvim,1,79.98421644795427,1.0
flowing,11,79.98330512280901,0.9090909090909091
belongings,1,79.96244206742728,1.0
wrong,7,79.9505462165352,0.8571428571428571
thirst,1,79.9290888661801,1.0
store,5,79.92162352786035,1.0
sunrise,6,79.92052139197568,1.0
ran,15,79.91243674655932,0.9333333333333333
brother,110,79.89254933165023,0.9363636363636364
wasn't,6,79.87808994594926,0.8333333333333334
bring,149,79.86799152134714,0.9463087248322147
prevailed,5,79.86213181303717,1.0
LORD's,109,79.85188584230224,0.926605504587156
estimation,4,79.84994303142216,1.0
want,5,79.84906304618683,0.8
done,86,79.83883205702573,0.9534883720930233
doing,10,79.82745757965283,1.0
apart,8,79.80602910901789,1.0
innards,18,79.80460313505458,0.9444444444444444
poles,35,79.79544883545545,0.9714285714285714
an,245,79.77672489121072,0.9877551020408163
tooth,6,79.77202557913635,1.0
livestock,82,79.75934363633112,0.9146341463414634
cannot,2,79.7361731347368,1.0
wagons,8,79.73366325507968,1.0
garment,27,79.7302365413403,0.9629629629629629
prove,1,79.7051043979118,1.0
slain,13,79.67609902249697,1.0
delay,1,79.6716156956971,1.0
rebelled,8,79.66733907586956,0.875
plunder,16,79.64750416486686,0.875
is,1091,79.63902496986061,0.9789184234647113
won't,25,79.62789005760764,0.88
seventh,58,79.62444381845954,0.8103448275862069
shield,1,79.60656665723181,1.0
much,21,79.59556604077528,0.9523809523809523
tribute,6,79.55575810381883,0.8333333333333334
follow,12,79.55110937340987,0.8333333333333334
Remain,1,79.55022813668543,1.0
withstand,2,79.53840992780405,1.0
fault,2,79.53728828653425,1.0
themselves,52,79.52302730849212,0.8653846153846154
parted,4,79.52122936874304,0.75
distance,6,79.52044372050173,1.0
be,1148,79.52021168513036,0.9799651567944251
pasture,7,79.51641396134164,0.8571428571428571
reign,2,79.48433998065076,1.0
house's,1,79.48083873101271,1.0
eleventh,2,79.4795534672924,1.0
corpse,1,79.43905365632324,1.0
mouths,1,79.43371484041063,1.0
courts,1,79.42966552430406,1.0
return,28,79.4291510117715,0.9642857142857143
whole,36,79.40961618253962,0.9444444444444444
receive,5,79.39546966141967,0.8
tell,79,79.39302930823615,0.9113924050632911
interpretation,5,79.35309748970846,0.8
arrived,1,79.3507253106892,1.0
clothed,4,79.34447065199802,1.0
causing,1,79.32937087973696,1.0
understanding,6,79.32768955991381,0.6666666666666666
wrote,7,79.29495325789817,1.0
wine,30,79.26406805655525,1.0
commandment,31,79.22452195431302,0.8064516129032258
Ammon,8,79.21868323188369,0.875
ram,72,79.20159453474704,1.0
conceives,1,79.19147219768378,1.0
reason,9,79.17522142563043,0.7777777777777778
given,67,79.16919843165817,0.9104477611940298
shadow,1,79.16679507905667,1.0
meet,26,79.16591167949792,1.0
weep,3,79.16319019317956,1.0
earthen,6,79.1469407467075,1.0
forty's,1,79.13860455322548,1.0
flesh,63,79.13122701578286,0.9206349206349206
anointed,24,79.12935805524839,0.9166666666666666
departing,2,79.12906372870668,1.0
overhanging,1,79.12649148940633,1.0
habitation,2,79.10874099721187,1.0
striking,1,79.10551172341583,1.0
jasper,2,79.0726082070984,1.0
surely,77,79.05979969160991,0.935064935064935
Spring,1,79.05123515644527,1.0
forgiven,14,79.03161724711256,0.7857142857142857
fully,2,79.0315610147868,1.0
woof,9,79.02933314800076,1.0
seeing,4,79.02624038194294,1.0
tender,2,79.00589461155032,1.0
witness,11,79.00362635391795,1.0
mercy,31,78.9938942656851,1.0
inheritance,67,78.97729193447398,0.8805970149253731
one,507,78.95463328619172,0.9506903353057199
hammered,2,78.94749070548474,1.0
indeed,16,78.94749056875162,0.875
founded,1,78.93976074999335,1.0
passage,1,78.93782577270674,1.0
fatherless,4,78.89955951029921,1.0
shot,4,78.88975819976086,1.0
loose,7,78.88749779259633,1.0
stolen,9,78.87544067859336,1.0
when,206,78.86537893670845,0.9320388349514563
perfume,2,78.86141504391472,1.0
hand,265,78.84031364884298,0.9358490566037736
falcon,1,78.8026197598217,1.0
wash,48,78.79020657466822,0.9583333333333334
binds,1,78.78167200965936,1.0
completed,3,78.77534730553532,1.0
vintage,3,78.77221935376207,1.0
anoint,10,78.75806402810804,0.8
turn,24,78.73297268193612,0.875
thunderings,2,78.72202668321657,1.0
removed,6,78.6991467573126,1.0
enough,11,78.6614587726232,0.9090909090909091
understand,2,78.65886825056236,1.0
building,1,78.65559020510915,1.0
earth,177,78.65057457908536,0.96045197740113
lent,1,78.64373955896836,1.0
trail,1,78.63768081751732,1.0
tunic,13,78.63461053550627,1.0
oven,4,78.6205329918935,1.0
against,149,78.6082594821213,0.9798657718120806
heat,2,78.57387940208022,1.0
sister's,3,78.57137865755722,1.0
his,1495,78.56754636813245,0.9672240802675586
three,104,78.54061385668626,0.9423076923076923
mocking,1,78.53424250743008,1.0
burning,12,78.53290244358152,1.0
handful,4,78.51363674810273,1.0
true,1,78.50386355537864,1.0
Rachel,40,78.49913526767054,0.975
spite,2,78.49585312405804,1.0
fall,16,78.4280728444792,0.875
conceal,2,78.42599870991404,1.0
regular,12,78.4202301113021,0.9166666666666666
slaves,9,78.41954478022797,1.0
burn,61,78.41394722741352,0.9508196721311475
give,196,78.36298629719803,0.9336734693877551
heals,1,78.33983097165661,1.0
fitted,1,78.29707838954072,1.0
gathered,45,78.28779695081263,0.9111111111111111
incident,1,78.23870283986147,1.0
enlarges,1,78.21957846999845,1.0
outermost,6,78.19160602054973,1.0
provoked,3,78.16064132877467,1.0
flood,10,78.14187328944388,0.9
Aaron's,29,78.13888375058545,0.8620689655172413
ones,23,78.10581462365631,1.0
birthday,1,78.10303720728949,1.0
pig,2,78.09760977217138,1.0
camps,7,78.09432072745048,1.0
long,28,78.07151514456578,0.9642857142857143
tail,6,78.05620357466269,1.0
populated,1,78.03688109708293,1.0
corrupt,4,78.02184407577727,0.75
him,899,77.98564533823388,0.9766407119021134
cover,26,77.98023219974975,0.6923076923076923
grasshoppers,1,77.97098733348749,1.0
precious,1,77.97011308102962,1.0
bind,6,77.90794728441182,1.0
hidden,6,77.90537028708351,0.8333333333333334
figured,1,77.90249389995651,1.0
Drink,4,77.87924185755735,1.0
months,6,77.87429886278653,0.8333333333333334
spotted,6,77.87065862042203,1.0
utterly,17,77.86349373275766,0.9411764705882353
heir,4,77.85734931365286,1.0
appoints,1,77.82959740834445,1.0
sorrows,1,77.80613861960367,1.0
looks,3,77.78503231238858,1.0
lands,15,77.77936037170757,1.0
entangled,1,77.77331401362599,1.0
sale,2,77.76184983643628,1.0
home,5,77.76046088314123,0.8
man's,26,77.75753313397942,0.9615384615384616
helped,1,77.73231097350812,1.0
flies,8,77.73047987316198,1.0
pervert,1,77.72555591989409,1.0
enclosed,4,77.71348868123243,1.0
nakedness,36,77.70762337575601,0.8333333333333334
others,1,77.70052144431438,1.0
curtains,23,77.68716410796372,0.9565217391304348
can,22,77.64434896763834,0.9545454545454546
demands,1,77.61187936739023,1.0
Both,3,77.5975370567604,1.0
hands,59,77.59565135760678,0.9152542372881356
stole,2,77.59474245369286,1.0
Ain,1,77.58834575976425,1.0
report,8,77.58361057753189,0.875
flocks,41,77.54601332714401,0.9512195121951219
ostrich,1,77.54197779277513,1.0
expression,4,77.52926901573059,1.0
will,928,77.52690104835744,0.9396551724137931
flee,14,77.52116515102199,1.0
men's,4,77.50501645829085,1.0
what,85,77.4995522503733,0.9647058823529412
famine,26,77.4950783943971,0.9230769230769231
ruler's,1,77.48060136170277,1.0
casting,3,77.46433705841899,1.0
border,47,77.44100851046782,0.8723404255319149
purchase,1,77.43169551518241,1.0
atonement,79,77.41405056115069,0.8607594936708861
shows,1,77.39558271058118,1.0
miscarry,1,77.39044520102328,1.0
clothes,41,77.3898670169101,0.9024390243902439
north,13,77.34802419138867,0.8461538461538461
standard,11,77.31209210447238,0.9090909090909091
belly,2,77.30290107456287,1.0
met,9,77.30012845048233,0.8888888888888888
thicket,1,77.299733252148,1.0
stranger's,1,77.27722915138085,1.0
doesn't,22,77.26686936157562,0.9090909090909091
testicles,2,77.2661269859461,1.0
Tabernacle,4,77.25856908971488,1.0
alongside,1,77.25730141855672,1.0
seems,2,77.25058433691757,1.0
owner,10,77.24455226115384,1.0
furnish,1,77.24388606089826,1.0
stones,36,77.24228850549244,0.9444444444444444
counsel,2,77.21828662809907,1.0
hovering,1,77.21045851853036,1.0
hates,3,77.19870768385485,1.0
blood,146,77.18329446483199,0.8904109589041096
four,74,77.18226879573923,0.9864864864864865
punishment,3,77.16039459825798,1.0
cloud,50,77.1548547836931,0.96
lower,2,77.1385727466533,1.0
swords,1,77.12241628711976,1.0
hunt,1,77.11762689936859,1.0
hasn't,13,77.10931115012687,1.0
levels,1,77.09660606284498,1.0
keeps,2,77.0696988116739,1.0
beg,1,77.05823756573028,1.0
riddles,1,77.0570711960324,1.0
valley,24,77.02841669620278,0.9166666666666666
put,262,77.00643676977857,0.9541984732824428
officials,1,76.99150010274445,1.0
nights,9,76.97908759805124,0.8888888888888888
support,1,76.96006814630796,1.0
board,17,76.94655963198451,1.0
appearance,12,76.9380697617595,0.5833333333333334
dedicated,2,76.91079252470226,1.0
closed,3,76.89339295165726,1.0
yourself,27,76.88285665461669,0.8888888888888888
filled,17,76.87558407426181,0.9411764705882353
marks,1,76.86859551760796,1.0
take,200,76.86798533221156,0.975
delivers,3,76.8620661183906,1.0
magicians,9,76.86110853023449,1.0
easier,1,76.83739764250143,1.0
sandals,2,76.79037855247591,1.0
hair,30,76.78972026116418,0.8666666666666667
fugitives,1,76.78586004426998,1.0
drink,88,76.77879412695683,0.8863636363636364
glad,1,76.77804148013668,1.0
bone,5,76.76535327816198,0.8
overdrive,1,76.75582734203346,1.0
foot,19,76.74572542298087,0.8421052631578947
opened,18,76.72940764295853,0.9444444444444444
glorious,2,76.72369430812526,1.0
listened,14,76.7235641764953,0.8571428571428571
midwives,6,76.70551358910936,1.0
part,45,76.70130591387777,0.9333333333333333
children,550,76.69360424256232,0.9327272727272727
drank,12,76.68686559654971,1.0
walked,9,76.68453011139331,1.0
screen,23,76.68142663072057,0.9130434782608695
ford,1,76.68028673634721,1.0
frogs,11,76.66624098588207,0.8181818181818182
minds,1,76.66531437570477,1.0
tip,8,76.65394108702802,1.0
examines,4,76.6529728132883,1.0
praised,1,76.64892421701883,1.0
Sing,2,76.62958963343134,1.0
symbols,1,76.62596130187538,1.0
continually,13,76.57725764222539,0.8461538461538461
sole,2,76.5758066829126,1.0
handed,2,76.56665517629844,1.0
playing,1,76.56482784990925,1.0
himself,94,76.56011803084667,0.8936170212765957
animal,69,76.55012675015824,0.855072463768116
thick,7,76.53924819560731,1.0
fell,27,76.53757311263631,1.0
poor,21,76.50410757247667,0.9047619047619048
manna,8,76.4881452720918,0.875
experience,2,76.46763247063525,1.0
means,4,76.46695588426223,1.0
ordained,1,76.43393495531849,1.0
retire,1,76.4333271943571,1.0
Goshen,12,76.43305956799654,0.9166666666666666
grain,37,76.43166054151831,0.972972972972973
brick,5,76.42680485482171,1.0
creeps,11,76.42049914337716,1.0
drinks,3,76.41556855769991,1.0
search,2,76.39667547552907,1.0
whatever,32,76.39175966432161,0.8125
scar,2,76.36727306007043,1.0
unintentional,1,76.34331352799533,1.0
plenty,5,76.34020801646403,1.0
plundered,2,76.311342928172,1.0
authority,3,76.30661609830986,1.0
sinful,1,76.2762197015653,1.0
equal,1,76.25741325322068,1.0
ministering,4,76.21700237472172,1.0
bathe,24,76.21290311883735,0.9166666666666666
black,8,76.18700518283866,0.875
smoke,4,76.18011885644722,1.0
leave,18,76.16844914520323,0.8333333333333334
base,21,76.16667410481844,1.0
tried,2,76.13819072283503,1.0
ponds,1,76.12933104522399,1.0
warp,9,76.12536181849217,1.0
assemble,3,76.10562246831029,0.6666666666666666
order,14,76.08981026686922,0.8571428571428571
reach,5,76.0890282109431,1.0
accessories,2,76.0871894115385,1.0
past,7,76.08208433945681,0.8571428571428571
mouth,35,76.08005953355953,0.9428571428571428
salvation,3,76.05987320537434,1.0
ashamed,2,76.02733701319363,1.0
offended,1,76.01734572029858,1.0
engraver,3,76.00496020721118,1.0
her,361,75.99434499903032,0.9722991689750693
empty,9,75.98277392506138,1.0
fleeing,2,75.97175036231245,1.0
felt,4,75.9598961398334,1.0
naked,7,75.95905821447658,0.8571428571428571
altar,184,75.94990624795949,0.9130434782608695
urgent,2,75.9350466983756,1.0
bright,12,75.93479283812104,0.6666666666666666
parcel,1,75.92393233101109,1.0
being,20,75.89053316731815,0.9
gather,25,75.88476897830643,0.8
tomb,1,75.86087777534335,1.0
causes,6,75.85940899550926,1.0
garments,45,75.85389458037648,0.9555555555555556
mocked,1,75.83875218860763,1.0
freedom,1,75.81601501271905,1.0
begun,4,75.81351021100275,1.0
Begin,1,75.80846170890908,1.0
couch,1,75.78670541125564,1.0
good,85,75.78130226615696,0.8588235294117647
talents,5,75.77352701441343,1.0
gone,22,75.77343069305638,0.9090909090909091
source,1,75.76479366156114,1.0
wheels,1,75.75185355947943,1.0
hail,17,75.74380810109284,1.0
alone,18,75.7410920182267,0.9444444444444444
telling,1,75.741010826907,1.0
congealed,1,75.73661972815326,1.0
hin,16,75.73317395948531,0.875
heaven,17,75.72889718277848,0.8823529411764706
Walk,2,75.72139413368144,1.0
inherit,16,75.70362417194673,1.0
before,419,75.70045592439521,0.8902147971360382
slanderer,1,75.66886812860555,1.0
assigned,2,75.66147805835061,1.0
seem,2,75.65893634390358,1.0
Pethor,1,75.6471342845124,1.0
platters,1,75.63421701810348,1.0
weights,1,75.6109947610924,1.0
handfuls,2,75.60761654442263,1.0
worms,2,75.60354794383349,1.0
she,164,75.59016193434451,0.9512195121951219
told,47,75.57633342800791,0.9787234042553191
Listen,3,75.57589548758045,1.0
weeks,3,75.56587429399181,1.0
site,1,75.56451010393059,1.0
we'll,2,75.5373613800055,1.0
show,26,75.53531827635814,1.0
swelling,7,75.52963189415193,0.7142857142857143
archer,1,75.51342577161817,1.0
baldness,1,75.50528318370897,1.0
omers,1,75.49503899513164,1.0
spied,5,75.49222107708212,1.0
shocks,1,75.4874015500386,1.0
strong,18,75.47100000639878,0.9444444444444444
record,1,75.46734062579557,1.0
hastily,1,75.45636501374118,1.0
life,52,75.43400555509376,0.9807692307692307
Reba,1,75.42079500588635,1.0
ovens,1,75.40762534475422,1.0
seagull,1,75.40568710751437,1.0
refresh,1,75.40123386489333,1.0
sighed,1,75.40041745126953,1.0
broken,10,75.39840809719824,1.0
itch,12,75.39484776771042,1.0
animals,31,75.39316640988905,0.8709677419354839
horns,20,75.3886626579489,1.0
compassion,2,75.3876568404331,1.0
daughters,89,75.38349168414027,0.7752808988764045
while,15,75.37967015547358,1.0
traveling,1,75.37445358546114,1.0
moved,6,75.33759299974648,1.0
comparable,2,75.32056600465145,1.0
called,121,75.31557681718009,0.859504132231405
wait,7,75.31085331348315,1.0
know,91,75.30633404729124,1.0
loops,13,75.30222472591521,0.8461538461538461
yourselves,41,75.29560584256254,0.8780487804878049
Tahan,1,75.29220433927796,1.0
ring,6,75.27667877693409,1.0
hole,3,75.27543162814878,1.0
overtook,3,75.27506272431822,0.6666666666666666
behind,13,75.26297612969798,0.9230769230769231
pants,1,75.25384853950892,1.0
no,186,75.21136841763428,0.989247311827957
rebellion,2,75.19760492076227,1.0
Asher,16,75.19539266989369,0.9375
setting,4,75.18803927277509,1.0
go,328,75.18473878282208,0.9664634146341463
end,39,75.18149925980995,0.9230769230769231
wisdom,9,75.17091595500081,0.8888888888888888
move,6,75.16526853676658,1.0
desire,9,75.14243138285909,0.8888888888888888
stripped,3,75.12669071658809,1.0
death,61,75.12641192656832,0.9344262295081968
congregation,100,75.12238334263867,0.71
instructions,1,75.09800551780822,1.0
repays,1,75.09474195138023,1.0
like,84,75.08373167584308,0.9523809523809523
Separate,1,75.06669259251284,1.0
scorpions,1,75.04203740287753,1.0
out,578,75.03276178772987,0.9498269896193772
beard,4,75.0284030481881,1.0
honey,15,75.02232692582686,0.9333333333333333
allow,8,75.00753558019834,1.0
remains,13,75.00329257757693,0.9230769230769231
duty,17,74.97608180985176,1.0
separation,13,74.95409061949556,1.0
ordered,1,74.94863174692435,1.0
calf,13,74.94113022933936,1.0
servant,109,74.9394713221029,0.908256880733945
spread,34,74.93154830292518,0.8823529411764706
anyone,14,74.92677459734927,1.0
leaf,2,74.91777542575214,1.0
responsibilities,1,74.9024500334709,1.0
desired,1,74.90177221088467,1.0
rejoiced,1,74.90157219507957,1.0
possessions,12,74.86858563286275,0.75
basins,4,74.86635980019967,1.0
width,27,74.86591196986072,0.9259259259259259
locust,2,74.86461157068202,1.0
praise,5,74.83684009757893,1.0
destroying,2,74.83344654670168,1.0
hollow,7,74.8304395245269,1.0
seal,1,74.82715220135051,1.0
left,54,74.80852889862135,0.9629629629629629
so,169,74.80593307174883,0.9704142011834319
become,33,74.80219953083416,0.9393939393939394
entrails,2,74.79850523745378,1.0
last,6,74.79689871516665,1.0
fullness,1,74.74846120851716,1.0
finish,1,74.73893922089327,1.0
crushed,5,74.73076074913584,1.0
fifties,3,74.72250370515538,1.0
farmer,1,74.72094125737237,1.0
altogether,3,74.70690380505607,1.0
cleared,1,74.69651207304607,1.0
plainly,3,74.69281472888528,1.0
prolonged,1,74.6830314706861,1.0
course,1,74.67150697331068,1.0
longer,4,74.66950246464451,0.75
peace,69,74.66544439666036,0.9565217391304348
interest,3,74.66179327572993,1.0
rocks,1,74.65799638468653,1.0
pillar,23,74.65630229259219,0.9130434782608695
heart,80,74.6461902872174,0.9375
thief,3,74.61995896332564,1.0
sits,7,74.61569037111238,1.0
are,443,74.61262322930179,0.9706546275395034
hate,11,74.59876935342682,0.9090909090909091
burden,9,74.59193611111161,0.8888888888888888
separates,2,74.58622584371614,1.0
hill,16,74.57423435873582,1.0
dedication,4,74.57110252847895,1.0
remained,17,74.56904092799644,1.0
priests,21,74.56471734437028,0.8571428571428571
born,46,74.56393755830356,0.9782608695652174
backs,1,74.56274384494895,1.0
weave,1,74.54545128352632,1.0
traveled,74,74.53533907974425,0.8513513513513513
alter,1,74.52869145505933,1.0
carries,7,74.5238844684751,1.0
hear,30,74.52087487460643,0.9333333333333333
always,7,74.47772818947193,0.8571428571428571
Mesha,1,74.46587415648533,1.0
platter,13,74.46030684278705,0.8461538461538461
eighteen,1,74.45134304212453,1.0
lives,21,74.43656562896197,0.9047619047619048
money,54,74.42359443337563,0.9074074074074074
surface,27,74.41220998062626,0.8888888888888888
Ammiel,1,74.39957866030613,1.0
Gether,1,74.39292275328208,1.0
firstborn,78,74.3911809340463,0.8589743589743589
member,1,74.39009160183042,1.0
sanctified,9,74.38274713899872,0.7777777777777778
consume,15,74.38255288577594,0.9333333333333333
dispossessed,1,74.3714498849728,1.0
words,58,74.36722455457573,0.9482758620689655
success,2,74.36123393431956,1.0
pot,1,74.3510482512652,1.0
riding,1,74.33395613832,1.0
freely,1,74.33268674460743,1.0
brothers,100,74.33114080244519,0.91
Pau,1,74.32423016355975,1.0
Arnon,13,74.31460264366545,1.0
arise,5,74.26738703969113,1.0
amount,1,74.2494521202537,1.0
Many,1,74.22674680841922,1.0
Benjamin's,3,74.21189862561883,0.6666666666666666
stuff,4,74.20678332805795,1.0
families,99,74.20585961546098,0.8080808080808081
advantage,2,74.1919244024694,1.0
sexual,1,74.18565150729896,1.0
does,21,74.17133329517218,0.9047619047619048
honest,5,74.14266748326577,1.0
came,239,74.13898378408516,0.9205020920502092
lords,3,74.13633101907385,1.0
beaten,15,74.1020784083025,1.0
coast,1,74.09067971626797,1.0
known,23,74.04498938507075,0.9565217391304348
struck,46,74.04384263651517,0.8695652173913043
top,22,74.03803446307063,0.9545454545454546
corners,14,74.02796813369716,0.8571428571428571
void,6,74.02739431082927,1.0
multiply,27,74.01939955321211,0.9629629629629629
creature,8,74.00899425029132,0.875
crops,2,74.00776193189225,1.0
cud,11,74.00644421391667,1.0
under,73,73.99315360834525,0.9452054794520548
flax,2,73.98512965807,1.0
sent,77,73.98368279703156,0.935064935064935
knowledge,7,73.9722354118447,0.8571428571428571
rods,15,73.97078505967794,1.0
boards,32,73.96228271786856,0.9375
Bashan,16,73.96109929680304,0.9375
sowed,2,73.95469811037906,1.0
stubbornly,1,73.94234528387321,1.0
deer,4,73.93396951410807,1.0
thunders,4,73.90224235258464,1.0
sakes,2,73.90221165751052,1.0
wilderness,102,73.89030265499059,0.7450980392156863
Marah,5,73.86001307536426,1.0
shear,3,73.85996379583997,0.6666666666666666
writing,3,73.85676974228824,0.6666666666666666
going,19,73.85658466841932,0.9473684210526315
Cain's,2,73.8242006773144,1.0
saddle,2,73.81976253551704,1.0
wound,2,73.80914201436809,1.0
doorpost,1,73.8090671177516,1.0
went,231,73.80049223267808,0.9177489177489178
Eran,1,73.80043061905513,1.0
better,3,73.79510912582953,1.0
prepare,9,73.78687298589014,1.0
vulture,4,73.78327756841742,1.0
journeying,2,73.78079618745181,1.0
hem,3,73.76394177686677,1.0
loved,10,73.75806197976733,0.9
history,11,73.75206456063977,0.7272727272727273
window,2,73.74216096780168,1.0
liberally,1,73.73040759233629,1.0
signet,11,73.72826424209904,0.9090909090909091
both,69,73.69533351168627,0.8985507246376812
stopped,9,73.6928942642615,1.0
not,590,73.69073994873321,0.9728813559322034
help,4,73.68713220576481,0.75
Speak,42,73.68218121664486,0.9761904761904762
accounting,1,73.68132871382103,1.0
although,2,73.66658724876694,1.0
sword,31,73.665409123649,0.8709677419354839
young,73,73.63919372446792,0.9315068493150684
every,173,73.62533447759374,0.9653179190751445
practice,2,73.60390681052583,1.0
cultivate,1,73.58840152598796,1.0
waited,3,73.58635943064304,1.0
engravings,6,73.58129854665796,0.8333333333333334
care,3,73.5737470477097,0.6666666666666666
let's,15,73.56125305959795,0.9333333333333333
cattle,40,73.54913224877939,1.0
rouse,2,73.53922759441173,1.0
write,6,73.52128599693084,0.6666666666666666
griddle,3,73.51069735937926,1.0
offers,17,73.48228772067526,0.7647058823529411
lost,4,73.45643358266221,1.0
locusts,6,73.45410315447353,1.0
lesser,1,73.45319185096454,1.0
joined,13,73.42964455940992,0.9230769230769231
kinds,11,73.42779992757278,1.0
wafer,3,73.38455739331565,0.6666666666666666
down,144,73.38045450919154,0.9583333333333334
loaves,1,73.37698329641766,1.0
sprinkled,13,73.37692823323061,0.9230769230769231
floor,7,73.3768393745325,1.0
tribes,23,73.36910416833318,0.9130434782608695
though,4,73.36375461885595,0.75
encamped,64,73.34532075605419,0.9375
solemn,13,73.34392974512099,0.8461538461538461
planning,1,73.33137464722405,1.0
answered,30,73.32862114867164,0.9333333333333333
first,82,73.30026499861538,0.9024390243902439
shaft,2,73.29982711499665,1.0
roof,4,73.29878375515167,1.0
risen,3,73.29850503557614,1.0
payment,1,73.27483558958764,1.0
commandments,40,73.25822625387926,0.7
dip,7,73.24951453782504,1.0
shouted,2,73.2484348321163,1.0
food,51,73.244809229637,0.8823529411764706
marching,1,73.23414175688706,1.0
die,70,73.22334111747452,1.0
comfort,2,73.2065686517531,1.0
excelling,2,73.1914664736652,1.0
rolled,2,73.18889908444118,1.0
outsider,2,73.16133394814045,1.0
named,33,73.15936747020547,0.7878787878787878
fourteen,11,73.15433426365605,1.0
bat,2,73.15205982715925,1.0
Sodom,21,73.14555447225635,0.9047619047619048
parties,1,73.13643040291966,1.0
horned,2,73.13630707499082,1.0
less,4,73.12852378474294,1.0
hire,3,73.1274051689256,1.0
Hasn't,1,73.12367320522641,1.0
fasten,2,73.12239585309419,1.0
wonder,2,73.12202120849662,1.0
Should,2,73.11351467168126,1.0
severe,9,73.10703549384041,0.7777777777777778
whose,23,73.10529355430626,0.9565217391304348
bargain,1,73.105241573847,1.0
finished,18,73.10474756723906,0.8333333333333334
bake,3,73.10359007161867,0.6666666666666666
head,100,73.09900081110821,0.95
fainted,2,73.0789703692056,1.0
shelter,1,73.07164788945545,1.0
invoke,1,73.07155170503977,1.0
merry,1,73.0462043198074,1.0
nineteen,1,73.03866460798365,1.0
forward,18,73.03866035148513,1.0
well,61,73.02800615059516,0.9180327868852459
visiting,4,73.02639437883147,1.0
profaned,1,73.0118946643706,1.0
arrows,1,73.00517474164246,1.0
dung,5,73.0027058528969,1.0
pine,3,72.98278157526872,1.0
virgins,1,72.98047973384729,1.0
sorrow,3,72.94571692906155,1.0
ridden,1,72.93855812175207,1.0
quantity,1,72.91483276684609,1.0
said,827,72.91404592255729,0.9262394195888755
guided,1,72.9071440780916,1.0
faults,1,72.90609215062118,1.0
takes,8,72.90277843476409,1.0
strike,21,72.90204433279632,0.9523809523809523
ingathering,1,72.8776322117805,1.0
wherever,3,72.87628955685618,1.0
wool,3,72.84334838218231,0.6666666666666666
smooth,2,72.8335154989889,1.0
spreads,3,72.80518372908152,1.0
overlaid,15,72.80076979230643,0.9333333333333333
iniquities,4,72.79525041170083,1.0
instead,10,72.77936199580077,0.9
reject,2,72.76611664265744,1.0
thorns,3,72.76424284257557,0.6666666666666666
waved,10,72.75904068824588,0.8
Manna,1,72.7538095249707,1.0
were,475,72.72664838001558,0.9410526315789474
harm,8,72.71549065310148,0.875
rabbit,1,72.70477588675584,1.0
ark,38,72.69556410205766,0.9473684210526315
heard,73,72.69009425517355,0.9452054794520548
turban,9,72.68638663479065,1.0
most,26,72.67490285310915,0.8846153846153846
tabernacle's,2,72.66198334705024,1.0
build,4,72.6428980855167,1.0
goat,61,72.63011619116322,0.9672131147540983
desires,4,72.62680674979055,1.0
ladle,12,72.62316132342268,1.0
ourselves,8,72.62045240979117,1.0
pillars,40,72.61546809433699,0.95
malicious,1,72.59947604070815,1.0
hip,2,72.59793498387413,1.0
bush,5,72.59254119079999,0.8
hotly,1,72.58692700371296,1.0
further,1,72.58515558027975,1.0
pleasant,39,72.56396027827046,0.7948717948717948
priest's,25,72.5572144472733,0.88
evaluates,2,72.54973129845993,1.0
fifty,65,72.54548771654905,0.9538461538461539
assembled,7,72.52866341004597,0.8571428571428571
arises,1,72.5233526630933,1.0
servants,95,72.50224569475378,0.9052631578947369
stumbling,1,72.50026390431711,1.0
counting,1,72.48432668006494,1.0
concubine,3,72.4747883782315,1.0
divide,15,72.45133559508962,0.8666666666666667
Egyptians,67,72.4498714392125,0.8955223880597015
establishes,1,72.4495726769425,1.0
threshing,6,72.4369913157922,0.8333333333333334
redeem,26,72.43659545651934,1.0
laid,24,72.42143611866697,1.0
lie,20,72.41541958051437,1.0
snake,2,72.40324262384462,1.0
ascended,1,72.40012153416234,1.0
near,94,72.39818687062875,0.9361702127659575
crossed,3,72.38389312679493,0.6666666666666666
stronger,4,72.38130213893099,0.75
City,1,72.36400902019182,1.0
interpreted,4,72.3510364075046,1.0
molding,10,72.33592344407137,1.0
necklaces,1,72.33518722457235,1.0
creeping,19,72.2999022539212,0.8421052631578947
Salem,1,72.29192923973915,1.0
received,8,72.28995327111801,1.0
caravan,1,72.27689536747047,1.0
year,114,72.27572581351117,0.956140350877193
perverse,1,72.2360176252783,1.0
ransom,4,72.22996024465817,1.0
fill,6,72.22858655736978,0.8333333333333334
seeking,1,72.22415022967172,1.0
marry,5,72.21528100308441,1.0
network,2,72.21381468136958,1.0
instruct,1,72.2010075689715,1.0
passed,18,72.19302532088179,0.9444444444444444
spots,3,72.18959873323713,1.0
begin,3,72.18238678807086,1.0
